country, year, total_exports, eci, neci, Fc, logFc, Xcn, pci_cm, npci_cm, Qp_cm
ago, 1962, 119458000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ago, 1963, 141306000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ago, 1964, 211286000.000000, -1.317532, -1.226750, -0.404410, -0.878127, 0.071240, 42.008265, 38.163406, 27.373254
ago, 1965, 205093000.000000, -1.217662, -0.917187, -0.399133, -0.683217, 0.095602, 39.262093, 35.062062, 25.305788
ago, 1966, 213455000.000000, -1.170556, -0.927708, -0.419355, -0.666269, 0.097024, 36.493195, 32.839807, 34.472206
ago, 1967, 232105000.000000, -1.038783, -0.864605, -0.447959, -0.640750, 0.099237, 35.519693, 31.024603, 34.299348
ago, 1968, 289357000.000000, -1.233177, -1.225098, -0.451333, -0.978211, 0.107978, 36.134658, 32.552841, 24.391652
ago, 1969, 334202000.000000, -1.223519, -1.249377, -0.447032, -0.874711, 0.103683, 35.210985, 32.106804, 29.112572
ago, 1970, 452899000.000000, -1.208737, -1.358690, -0.477195, -0.863741, 0.096637, 31.295425, 27.990538, 31.604681
ago, 1971, 493426000.000000, -1.327266, -1.320282, -0.483089, -0.953554, 0.102015, 30.674005, 26.362390, 29.803981
ago, 1972, 465097000.000000, -1.281190, -1.255970, -0.479127, -0.802803, 0.112151, 31.754937, 25.753885, 25.550513
ago, 1973, 827349000.000000, -1.152578, -1.026260, -0.491844, -0.758177, 0.142341, 28.897616, 22.651034, 26.767460
ago, 1974, 1318082000.000000, -1.140025, -0.993830, -0.518516, -0.629258, 0.158262, 23.598380, 20.145922, 18.803644
ago, 1975, 936345000.000000, -1.244881, -1.002921, -0.582860, -0.909185, 0.145721, 22.418331, 19.384959, 24.090297
ago, 1976, 498015000.000000, -1.376672, -1.097993, -0.628157, -0.850592, 0.091719, 20.103072, 18.028727, 19.937868
ago, 1977, 465967000.000000, -1.545063, -1.288158, -0.657353, -1.020821, 0.046744, 22.358268, 19.539407, 20.787196
ago, 1978, 437758000.000000, -1.435994, -1.211705, -0.638115, -1.573478, 0.018081, 22.330227, 20.365857, 8.162420
ago, 1979, 642333000.000000, -1.483503, -1.577219, -0.638506, -2.068105, 0.010624, 22.983200, 20.980849, 12.337430
ago, 1980, 1056949000.000000, -1.435571, -1.575057, -0.656495, -2.161803, 0.008529, 23.659007, 21.429358, 16.223528
ago, 1981, 1493118000.000000, -1.709150, -1.572976, -0.659279, -2.342037, 0.007889, 22.448657, 20.542082, 10.592258
ago, 1982, 1383838000.000000, -1.768655, -1.288334, -0.677684, -3.916520, 0.008164, 23.950918, 21.782952, 15.486168
ago, 1983, 1445936000.000000, -2.014428, -1.257773, -0.662314, NaN, 0.006871, 23.151305, 21.295777, 13.837643
ago, 1984, 1622291739.000000, -1.949707, -0.961670, -0.597733, NaN, 0.009955, 20.843465, 19.328418, 10.995792
ago, 1985, 1762725308.000000, -1.785208, -0.930796, -0.571058, NaN, 0.007747, 22.528535, 21.129668, 11.505026
ago, 1986, 1307196950.000000, -1.822004, -0.681506, -0.540358, NaN, 0.009323, 39.851413, 36.919885, 19.223243
ago, 1987, 1865292685.000000, -1.261810, -0.548823, -0.575304, NaN, 0.012724, 40.540088, 37.947138, 22.805638
ago, 1988, 2410829822.000000, -1.695204, -0.754368, -0.593255, -2.996811, 0.013313, 41.977241, 38.470087, 26.626051
ago, 1989, 2856921421.000000, -1.270926, -0.795805, -0.608592, -3.705057, 0.013042, 42.286477, 38.549943, 27.771996
ago, 1990, 3719657344.000000, -1.676353, -0.970535, -0.649971, NaN, 0.011134, 43.295904, 40.292251, 27.300025
ago, 1991, 2965221053.000000, -2.006793, -0.890007, -0.638951, NaN, 0.009985, 43.581363, 41.141254, 26.622099
ago, 1992, 3428351853.000000, -2.040180, -0.930242, -0.692806, NaN, 0.012265, 50.556773, 50.239966, 33.405442
ago, 1993, 3014337912.000000, -1.469626, -1.025462, -0.740797, NaN, 0.011138, 54.853810, 55.341447, 40.138319
ago, 1994, 2873486993.000000, -1.262235, -1.193083, -0.770838, NaN, 0.009112, 54.538198, 54.312978, 41.642731
ago, 1995, 3270493388.000000, -1.705035, -1.057322, -0.769085, NaN, 0.009659, 55.619941, 54.247603, 42.595914
ago, 1996, 4222072934.000000, -1.758143, -1.012720, -0.808682, NaN, 0.009556, 54.667698, 52.815164, 43.547362
ago, 1997, 3146837000.000000, -1.791750, -0.928505, -0.838517, NaN, 0.010907, 55.387734, 54.074341, 45.927719
ago, 1998, 3146837000.000000, -1.601659, -0.991965, -0.832820, NaN, 0.009988, 54.349440, 52.681104, 43.669870
ago, 1999, 4054484975.000000, -1.613254, -1.116757, -0.830211, -3.825013, 0.009316, 51.436023, 50.115261, 42.308194
ago, 2000, 7134705975.000000, -1.673667, -1.259691, -0.812219, -4.338474, 0.009019, 59.716113, 57.623357, 47.153481
ago, 2001, 5654350063.000000, -1.714433, -1.397741, -0.828711, NaN, 0.007982, 60.302020, 58.585716, 49.250733
ago, 2002, 6571029199.000000, -2.047590, -1.226072, -0.826222, NaN, 0.009881, 59.975241, 58.266926, 45.934924
ago, 2003, 7783058474.000000, -2.069243, -0.981561, -0.831783, NaN, 0.011585, 59.468916, 57.874945, 46.962542
ago, 2004, 10825517236.000000, -0.705732, -0.928527, -0.862038, NaN, 0.012690, 57.815562, 55.906458, 43.268169
ago, 2005, 19154947422.000000, -0.787959, -0.898754, -0.852453, NaN, 0.013520, 56.961180, 54.255231, 41.385061
ago, 2006, 27594494912.000000, -0.798225, -1.093666, -0.882713, NaN, 0.012454, 61.093809, 57.148168, 40.741090
ago, 2007, 34755039392.000000, -1.913040, -0.941236, -0.903237, NaN, 0.016370, 60.720544, 56.882844, 48.058078
ago, 2008, 59546384435.000000, -1.951950, -1.330313, -0.914887, NaN, 0.016330, 59.082330, 55.443575, 47.290336
ago, 2009, 34354139095.000000, -1.962568, -1.111148, -0.947864, NaN, 0.026139, 58.672678, 54.841806, 47.277396
ago, 2010, 45010895709.000000, -2.013087, -1.016283, -0.947284, NaN, 0.027338, 59.021282, 55.395430, 46.685404
ago, 2011, NaN, -2.090875, -0.701677, -1.005670, NaN, 0.023250, 60.009068, 57.122550, 48.448205
ago, 2012, NaN, -2.791357, -0.958884, -0.981982, NaN, 0.015569, 60.162274, 56.314993, 41.779118
ago, 2013, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ago, 2014, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
alb, 1962, 2688000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
alb, 1963, 4142000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
alb, 1964, 5829000.000000, -0.162675, -0.370856, -0.402631, -0.478574, 0.008188, 54.827504, 51.046898, 27.231483
alb, 1965, 5289000.000000, -0.144394, -0.454851, -0.394476, -0.194423, 0.009628, 50.824224, 46.399291, 24.914845
alb, 1966, 6315000.000000, 0.001056, -0.106134, -0.395718, 0.038667, 0.016174, 45.775155, 42.569821, 31.543187
alb, 1967, 7530000.000000, 0.210635, 0.151233, -0.344685, 0.378016, 0.025855, 44.506686, 40.811893, 31.009999
alb, 1968, 11066000.000000, 0.056063, 0.062879, -0.396595, 0.050888, 0.027212, 39.810299, 38.984082, 20.592257
alb, 1969, 11087000.000000, 0.061086, 0.003686, -0.389923, 0.067772, 0.024884, 39.143179, 38.165357, 24.289491
alb, 1970, 13072000.000000, -0.024968, 0.017971, -0.380368, 0.206470, 0.027401, 34.074950, 32.904512, 26.121308
alb, 1971, 21133000.000000, 0.089795, 0.062730, -0.358542, 0.246616, 0.034016, 39.667374, 37.168450, 25.737863
alb, 1972, 19015000.000000, 0.094190, -0.032152, -0.363987, 0.224248, 0.041358, 37.192589, 34.032818, 20.311665
alb, 1973, 31951000.000000, -0.064341, -0.324882, -0.422940, -0.043907, 0.032902, 33.552639, 29.132517, 22.046455
alb, 1974, 60172000.000000, -0.170026, -0.480595, -0.466000, -0.151830, 0.028364, 25.320607, 21.609804, 15.546061
alb, 1975, 75713000.000000, -0.138748, -0.507087, -0.508285, -0.246483, 0.031637, 26.952661, 22.874838, 21.080021
alb, 1976, 59611000.000000, -0.171997, -0.491322, -0.549897, -0.224371, 0.024505, 24.696413, 21.664982, 17.406952
alb, 1977, 83658000.000000, -0.267863, -0.547237, -0.566071, -0.220327, 0.024459, 26.305167, 22.557023, 18.394463
alb, 1978, 67003000.000000, 0.027023, -0.536911, -0.520044, -0.111404, 0.023506, 20.991840, 17.736300, 7.058165
alb, 1979, 165850000.000000, -0.074055, -0.398193, -0.504937, -0.117586, 0.036422, 19.662667, 16.384355, 9.986478
alb, 1980, 239796000.000000, 0.420676, -0.029649, -0.311561, 0.333355, 0.064573, 17.592045, 13.904149, 10.515736
alb, 1981, 234720000.000000, 0.242285, -0.283142, -0.364984, 0.255936, 0.071025, 16.712847, 12.965397, 7.458683
alb, 1982, 248429000.000000, 0.347362, -0.090735, -0.390641, 0.255199, 0.097579, 18.184917, 13.364500, 10.307571
alb, 1983, 213099000.000000, 0.203431, -0.161986, -0.380686, 0.296002, 0.098803, 18.229005, 14.666425, 10.930088
alb, 1984, 99633172.000000, -0.040355, -0.256004, -0.485726, 0.102528, 0.076513, 15.620736, 13.510927, 8.473769
alb, 1985, 81005591.000000, -0.226584, -0.287153, -0.503541, -0.117330, 0.064731, 15.277600, 13.761245, 8.389685
alb, 1986, 107804346.000000, -0.336359, -0.465052, -0.472819, -0.023605, 0.038965, 24.600603, 22.620796, 13.183095
alb, 1987, 105976600.000000, -0.229183, -0.399095, -0.470046, 0.147572, 0.048881, 25.560133, 23.183572, 14.874838
alb, 1988, 155074944.000000, -0.281952, -0.387012, -0.483761, 0.075259, 0.051642, 24.493912, 19.581455, 17.403610
alb, 1989, 182117706.000000, -0.264478, -0.374019, -0.506073, 0.005678, 0.055314, 27.649405, 23.258077, 20.056506
alb, 1990, 163154740.000000, -0.197794, -0.282938, -0.494260, 0.051938, 0.059796, 25.048351, 22.017978, 18.273064
alb, 1991, 145595690.000000, -0.210994, -0.212005, -0.484930, 0.132145, 0.062436, 21.177711, 16.369897, 15.945891
alb, 1992, 97672406.000000, -0.242111, -0.246834, -0.450469, 0.097664, 0.063523, 28.039394, 24.895619, 22.200841
alb, 1993, 115430046.000000, -0.195093, -0.238593, -0.452498, 0.078173, 0.053840, 31.495210, 27.920617, 26.894569
alb, 1994, 157279553.000000, -0.179171, -0.210017, -0.382613, 0.173758, 0.052742, 27.144811, 22.816201, 25.043071
alb, 1995, 213557137.000000, -0.286801, -0.268105, -0.450123, 0.081490, 0.049865, 28.962808, 24.840087, 27.317963
alb, 1996, 281405979.000000, -0.377064, -0.343265, -0.472837, 0.034867, 0.045634, 27.361572, 24.526468, 27.492327
alb, 1997, 251241794.000000, -0.404282, -0.389210, -0.514474, -0.047313, 0.044105, 28.218728, 26.133137, 28.978139
alb, 1998, 251241794.000000, -0.439340, -0.438295, -0.508319, -0.028481, 0.042209, 26.950318, 25.340645, 28.124648
alb, 1999, 244020160.000000, -0.421060, -0.510495, -0.508342, -0.010761, 0.035296, 26.942767, 24.551925, 27.693381
alb, 2000, 264566259.000000, -0.276055, -0.381659, -0.407279, 0.148977, 0.042101, 32.533489, 30.294554, 30.644086
alb, 2001, 327233882.000000, -0.047386, -0.336427, -0.382943, 0.160672, 0.046098, 34.098866, 29.417944, 30.399776
alb, 2002, 332897815.000000, -0.017420, -0.222815, -0.323257, 0.236182, 0.055283, 33.933099, 29.930927, 29.096515
alb, 2003, 434041958.000000, -0.023840, -0.163581, -0.309137, 0.260708, 0.062129, 32.632214, 28.765516, 29.069217
alb, 2004, 518368067.000000, -0.128714, -0.202839, -0.402205, 0.112210, 0.058171, 32.992626, 27.803498, 27.104526
alb, 2005, 579055399.000000, -0.245883, -0.271985, -0.439524, 0.089844, 0.052456, 31.466745, 26.423543, 26.048143
alb, 2006, 688170245.000000, -0.395101, -0.361417, -0.507241, 0.008495, 0.048501, 35.458733, 30.174758, 27.435602
alb, 2007, 979644064.000000, -0.490889, -0.352524, -0.573136, -0.081151, 0.050860, 34.275139, 30.508974, 30.462741
alb, 2008, 1947385968.000000, 0.151114, 0.049162, -0.088198, 0.466650, 0.126400, 26.639872, 21.633339, 20.548831
alb, 2009, 3284406190.000000, 0.563279, 0.483336, 0.442827, 0.738508, 0.240804, 26.866844, 19.816875, 15.411600
alb, 2010, 1422153483.000000, 0.552788, 0.467889, 0.390508, 0.715880, 0.231542, 28.642160, 21.883040, 16.477923
alb, 2011, 1948207336.000000, 0.272749, 0.315761, 0.095104, 0.539067, 0.182619, 26.713054, 22.265855, 18.348063
alb, 2012, 1967918960.000000, -0.472586, -0.333637, -0.604661, -0.161149, 0.072260, 32.081573, 29.007214, 24.850793
alb, 2013, 2331521935.000000, -0.684933, -0.464871, -0.638610, -0.118108, 0.051859, 7.655835, 6.958457, 8.870956
alb, 2014, 2430723645.000000, -0.542079, -0.409027, -0.642065, -0.147770, 0.052461, 11.394750, 8.855790, 5.699763
are, 1962, 2000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1963, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1964, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1965, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1966, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1967, 350000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
are, 1968, 2844000.000000, 1.025268, -0.167652, -0.275850, 0.523585, 0.014134, 56.335296, 51.289433, 23.456439
are, 1969, 8210000.000000, 0.693872, -0.931901, -0.321126, 0.380951, 0.024556, 52.692258, 45.780539, 28.240244
are, 1970, 115137000.000000, -0.734606, -0.664946, -0.485168, -1.885141, 0.044554, 56.011794, 50.178825, 36.701350
are, 1971, 175297000.000000, -0.325083, -0.543872, -0.489813, -1.546281, 0.047259, 58.509749, 51.925144, 34.942687
are, 1972, 860360000.000000, -0.483392, -0.469323, -0.491075, NaN, 0.058257, 60.614976, 54.172378, 31.409042
are, 1973, 1719563000.000000, -1.165262, -0.401122, -0.512429, NaN, 0.100177, 57.854337, 52.515047, 33.748591
are, 1974, 5835118000.000000, -0.491762, -0.116157, -0.545469, NaN, 0.123401, 41.467072, 38.122644, 23.101691
are, 1975, 6557997000.000000, -1.152384, 0.037880, -0.611642, NaN, 0.157705, 41.138356, 37.998366, 29.650163
are, 1976, 8387468000.000000, 1.021169, 0.657637, -0.650812, -1.512333, 0.695443, 0.015974, -0.041967, 0.157070
are, 1977, 9266445000.000000, 0.786587, 0.655026, -0.666658, -1.291538, 0.740030, 0.133396, 0.022128, 0.257485
are, 1978, 8934348000.000000, 0.216543, 0.642815, -0.639939, -1.765089, 0.667438, 0.489654, 0.347874, 0.261418
are, 1979, 11950191000.000000, -0.105964, 0.125463, -0.639107, -2.194220, 0.513297, 0.502744, 0.369177, 0.337410
are, 1980, 19728522000.000000, 0.171413, 0.136652, -0.649263, -1.390866, 0.686879, 0.116995, 0.106775, 0.178244
are, 1981, 20131422000.000000, -0.075462, 0.277517, -0.656930, -1.638922, 0.863867, 0.063784, 0.063662, 0.075639
are, 1982, 17148685000.000000, -0.475840, 0.277030, -0.677640, -3.019330, 0.798137, 0.178621, 0.192548, 0.161874
are, 1983, 13536379000.000000, -0.706481, 0.422753, -0.662312, -3.871133, 0.822528, 0.510391, 0.457116, 0.427662
are, 1984, 13043323678.000000, -0.476698, 0.460824, -0.597358, -1.919190, 1.112145, 1.129499, 0.961074, 0.864794
are, 1985, 12942951159.000000, -0.392549, 0.451389, -0.569198, -1.569548, 1.303295, 22.058178, 20.742335, 10.963158
are, 1986, 8468272225.000000, -0.085901, 0.509059, -0.538532, -1.365801, 1.110119, 40.159259, 37.449874, 18.497169
are, 1987, 9943719544.000000, -0.114520, 0.456591, -0.570827, -0.614579, 1.083082, 40.240922, 37.214561, 21.581313
are, 1988, 9593294746.000000, -0.011708, 0.324824, -0.584176, -0.928404, 0.849546, 41.115463, 36.591607, 24.605749
are, 1989, 12115035738.000000, 0.062544, 0.284212, -0.597243, -0.882210, 0.850277, 40.144541, 35.505721, 25.299492
are, 1990, 16089887583.000000, -0.222188, 0.292141, -0.640023, -1.172765, 0.808013, 39.235585, 35.430375, 24.969940
are, 1991, 17540496205.000000, -0.307082, 0.301151, -0.634185, -1.166347, 0.867729, 38.872309, 35.006609, 24.165470
are, 1992, 16784911695.000000, -0.419576, 0.370792, -0.669582, -1.078123, 1.255859, 45.314165, 43.335280, 30.617223
are, 1993, 16697902022.000000, -0.458894, 0.417522, -0.690681, -0.877217, 1.364418, 48.941812, 48.266022, 37.016968
are, 1994, 16556401045.000000, -0.422395, 0.415705, -0.690570, -0.731432, 1.381829, 47.343250, 46.241164, 37.490491
are, 1995, 18602701568.000000, -0.350496, 0.392526, -0.699540, -0.759815, 1.418118, 47.368252, 45.389772, 37.319606
are, 1996, 20434054593.000000, -0.411290, 0.319678, -0.737064, -0.871565, 1.210089, 46.933740, 45.057939, 38.179934
are, 1997, 18655325712.000000, -0.242739, 0.366349, -0.739821, -0.777924, 1.324199, 47.605018, 45.893226, 39.797642
are, 1998, 18655325712.000000, -0.291874, 0.391454, -0.725644, -0.703033, 1.436283, 44.685491, 42.297704, 36.888705
are, 1999, 19284186818.000000, -0.306447, 0.427138, -0.660940, -0.388139, 1.694916, 38.924455, 36.774949, 33.480977
are, 2000, 30932626578.000000, -0.407031, 0.448807, -0.668677, -0.452643, 1.843285, 47.494791, 44.128015, 39.053718
are, 2001, 30714751858.000000, -0.447912, 0.447720, -0.690860, -0.584330, 1.955044, 47.939984, 43.783451, 40.526494
are, 2002, 30507850080.000000, -0.312063, 0.492338, -0.686673, -0.576905, 2.328295, 49.384533, 45.972231, 38.111655
are, 2003, 39339531451.000000, -0.157405, 0.577858, -0.655485, -0.419746, 2.612043, 48.984769, 45.140616, 38.375855
are, 2004, 61363688753.000000, -0.090661, 0.676558, -0.592538, -0.248736, 3.710868, 45.708334, 42.207629, 34.056360
are, 2005, 82180327671.000000, -0.085822, 0.710141, -0.562016, -0.131168, 4.536853, 44.250929, 40.777707, 32.420780
are, 2006, 98933841084.000000, 0.027597, 0.730408, -0.592098, -0.149287, 5.220177, 0.498403, -0.450266, 0.753063
are, 2007, 111712560158.000000, -0.021976, 0.754635, -0.606190, -0.145281, 5.300187, 0.434145, -0.736356, 0.280662
are, 2008, 155448682710.000000, -0.087372, 0.745404, -0.651659, -0.205247, 5.127278, 0.930752, 0.141823, 0.414473
are, 2009, 114216361384.000000, -0.090659, 0.764682, -0.599918, -0.090037, 5.402970, 0.536472, -0.325230, -0.255682
are, 2010, 155039720546.000000, 0.022855, 0.773771, -0.567132, -0.032254, 6.166426, -0.598348, -1.384084, -1.336391
are, 2011, 252555999905.000000, 0.030733, 0.823589, -0.631672, -0.203250, 6.011927, -1.012237, -1.489163, -1.687172
are, 2012, NaN, -0.009763, 0.802633, -0.646105, -0.239379, 6.079277, -1.432713, -1.533246, -1.752320
are, 2013, NaN, -0.090032, 0.776872, -0.851603, -0.469447, 3.131921, -0.923194, -1.041555, -1.075829
are, 2014, 380339616301.000000, -0.362895, 0.800072, -0.759183, -0.339900, 6.434643, -1.241877, -1.156293, -0.565545
arg, 1962, 1430519000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
arg, 1963, 1529996000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
arg, 1964, 1662330000.000000, -0.235528, 0.220922, -0.392760, 0.035752, 6.157822, -2.676182, -1.825179, -0.116798
arg, 1965, 1765634000.000000, -0.138631, 0.217090, -0.386133, 0.067980, 5.820575, -2.375089, -1.776638, -0.352824
arg, 1966, 1902016000.000000, -0.186694, 0.259695, -0.390859, 0.094485, 5.692409, -1.573512, -1.012649, 0.626753
arg, 1967, 1750228000.000000, -0.281353, 0.248889, -0.410736, 0.037727, 5.579510, -1.331739, -0.917502, 0.749409
arg, 1968, 1544946000.000000, -0.274700, 0.297630, -0.403007, 0.002528, 6.870153, -2.554703, -1.967746, -0.121687
arg, 1969, 1862725000.000000, -0.248754, 0.335639, -0.381248, 0.122253, 7.042797, 29.471245, 33.205494, 22.791636
arg, 1970, 2099156000.000000, -0.139189, 0.418483, -0.321925, 0.396071, 7.685888, 27.169635, 30.365568, 24.659233
arg, 1971, 2030503000.000000, -0.117285, 0.488794, -0.287180, 0.438104, 8.194130, 28.218610, 29.712797, 22.933281
arg, 1972, 2149849000.000000, -0.021875, 0.561402, -0.276972, 0.450825, 8.538163, 27.597868, 29.611863, 17.318554
arg, 1973, 3679589000.000000, 0.117281, 0.597337, -0.312968, 0.345663, 7.979678, 26.288773, 29.420598, 17.096833
arg, 1974, 4623165000.000000, 0.269263, 0.615445, -0.204960, 0.490650, 7.751986, 19.806924, 20.952036, 10.035622
arg, 1975, 3566706000.000000, 0.390731, 0.593482, -0.111815, 0.570503, 6.787181, 21.406008, 21.918211, 13.885823
arg, 1976, 4291156000.000000, 0.184318, 0.418098, -0.145548, 0.541956, 5.764735, 14.348944, 16.054191, 9.625742
arg, 1977, 6304614000.000000, 0.129156, 0.438672, -0.124167, 0.553164, 6.578665, 12.098543, 14.603623, 9.582086
arg, 1978, 7182774000.000000, 0.100627, 0.466101, -0.107069, 0.575811, 8.368210, 6.869962, 9.172008, 3.104206
arg, 1979, 8466296000.000000, -0.030212, 0.477958, -0.185691, 0.481479, 9.092952, 7.634745, 9.454928, 4.957431
arg, 1980, 8764129000.000000, -0.100055, 0.461096, -0.245403, 0.415798, 8.469896, 5.591288, 7.880278, 5.957799
arg, 1981, 9799886000.000000, -0.088912, 0.450383, -0.267173, 0.373068, 7.842511, 4.839866, 6.701464, 2.649395
arg, 1982, 8165207000.000000, -0.040170, 0.502190, -0.234772, 0.418947, 7.552406, 4.491665, 6.320440, 4.282857
arg, 1983, 4257755000.000000, 0.100525, 0.513830, -0.034237, 0.574261, 7.207848, 4.916994, 6.141392, 4.819457
arg, 1984, 5540774871.000000, 0.089542, 0.428668, -0.139787, 0.602158, 5.761919, 2.131001, 2.843183, 3.181057
arg, 1985, 5535345195.000000, 0.029770, 0.435245, -0.189414, 0.583016, 5.348983, 3.169460, 4.555599, 2.979094
arg, 1986, 5609529699.000000, 0.021270, 0.452369, -0.273316, 0.487476, 5.864266, 11.697123, 12.428637, 5.239415
arg, 1987, 5460551032.000000, 0.064141, 0.402318, -0.231664, 0.433165, 5.280881, 8.632485, 10.890615, 3.336162
arg, 1988, 7842459050.000000, 0.042609, 0.349723, -0.257545, 0.527753, 5.172178, 8.396315, 11.407805, 5.399437
arg, 1989, 8264264418.000000, 0.094958, 0.376036, -0.232040, 0.530702, 4.995424, 7.310916, 8.269179, 5.295315
arg, 1990, 13283320434.000000, 0.064197, 0.408015, -0.209791, 0.514613, 6.048637, 5.735875, 7.370267, 6.411438
arg, 1991, 10677375487.000000, 0.092349, 0.400597, -0.222937, 0.503366, 6.323702, 6.370698, 6.618309, 5.923650
arg, 1992, 10692365751.000000, -0.063648, 0.385198, -0.200255, 0.453274, 8.416199, 16.757800, 18.685099, 14.881645
arg, 1993, 12811315284.000000, -0.010048, 0.388922, -0.238864, 0.380937, 7.464785, 26.690920, 29.611706, 22.932980
arg, 1994, 15796397707.000000, -0.027580, 0.383745, -0.274732, 0.314574, 7.508388, 26.870844, 28.191534, 23.571719
arg, 1995, 19778556443.000000, 0.010787, 0.421472, -0.271424, 0.327206, 8.086542, 26.071774, 25.191922, 23.395230
arg, 1996, 23044329741.000000, -0.018550, 0.383730, -0.258592, 0.324302, 7.364236, 25.692532, 26.358311, 24.327575
arg, 1997, 24711237574.000000, 0.012858, 0.393880, -0.229269, 0.340692, 7.244996, 23.816575, 25.643563, 22.235330
arg, 1998, 24711237574.000000, 0.063963, 0.418619, -0.168122, 0.408131, 7.573627, 23.637561, 24.761695, 21.623951
arg, 1999, 22111065536.000000, 0.061027, 0.397754, -0.188075, 0.395233, 7.455962, 21.276683, 24.050303, 18.322194
arg, 2000, 24839658166.000000, 0.067484, 0.382062, -0.205181, 0.383927, 7.205478, 27.976972, 31.367485, 22.742716
arg, 2001, 25833455732.000000, 0.065941, 0.324783, -0.202356, 0.376576, 6.307595, 26.313905, 27.916049, 21.915878
arg, 2002, 25278547569.000000, -0.048438, 0.268286, -0.262831, 0.308131, 5.604429, 25.037256, 26.125774, 19.969380
arg, 2003, 29255017907.000000, -0.022571, 0.222639, -0.223935, 0.355270, 5.077743, 26.305732, 26.299029, 21.722723
arg, 2004, 34715568764.000000, 0.002533, 0.212719, -0.180257, 0.378275, 4.834793, 25.432390, 25.304754, 20.228796
arg, 2005, 39829094463.000000, 0.035930, 0.215548, -0.198922, 0.378201, 4.958489, 22.649235, 23.397758, 16.170949
arg, 2006, 45046296797.000000, 0.053536, 0.234634, -0.105691, 0.456425, 5.158583, 26.012127, 28.282655, 18.367311
arg, 2007, 55970606920.000000, 0.073768, 0.217877, -0.137905, 0.429974, 5.231414, 27.383720, 28.905630, 21.275425
arg, 2008, 73726224949.000000, 0.077066, 0.231925, -0.093229, 0.463066, 5.351196, 26.003419, 28.323250, 21.618002
arg, 2009, 55525912323.000000, 0.071968, 0.203304, -0.100976, 0.441903, 5.150498, 26.992880, 28.385683, 20.996009
arg, 2010, 65108843688.000000, 0.032480, 0.214282, -0.157906, 0.402208, 5.079777, 28.196858, 30.383013, 22.096952
arg, 2011, 84051150920.000000, -0.063178, 0.148511, -0.114864, 0.393533, 4.390407, 26.469860, 30.248958, 24.150360
arg, 2012, 80927108315.000000, -0.148047, 0.137046, -0.229510, 0.302968, 4.118354, 26.734462, 30.220546, 23.104867
arg, 2013, 76633913944.000000, -0.496513, -0.099565, -0.321585, 0.185437, 2.571531, 5.023966, 10.772890, 7.762322
arg, 2014, 68335095856.000000, -0.502072, -0.130401, -0.288410, 0.220568, 2.386836, 1.424330, 6.724329, 2.987202
aus, 1962, 2070759000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aus, 1963, 2962905000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
aus, 1964, 3285001000.000000, 0.156910, 0.829671, -0.391347, 0.070537, 16.494124, -3.427151, -2.800435, -1.178146
aus, 1965, 3161377000.000000, 0.191705, 0.846778, -0.368331, 0.306815, 16.951469, -4.065517, -3.415454, -1.498269
aus, 1966, 3350546000.000000, 0.245572, 0.839079, -0.363682, 0.302459, 16.353165, -3.493650, -3.244315, -1.542651
aus, 1967, 3624457000.000000, 0.183548, 0.801730, -0.326464, 0.435054, 16.279052, -4.683975, -4.715360, -2.299618
aus, 1968, 3727026000.000000, 0.268314, 0.791760, -0.294868, 0.475884, 17.596559, -6.026287, -6.312331, -1.835985
aus, 1969, 4465294000.000000, 0.135157, 0.724796, -0.332933, 0.340964, 16.408083, -6.844805, -6.804676, -2.540982
aus, 1970, 5350567000.000000, 0.068696, 0.707511, -0.328953, 0.377223, 15.992658, -6.188706, -5.993868, -2.167916
aus, 1971, 5823343000.000000, 0.057807, 0.727799, -0.325820, 0.344629, 17.336580, -6.960471, -6.801950, -2.762164
aus, 1972, 7168385000.000000, 0.043605, 0.774003, -0.353199, 0.259639, 19.342547, -6.374408, -5.976099, -2.598105
aus, 1973, 10160070000.000000, 0.019880, 0.769037, -0.349617, 0.246984, 18.724282, -6.609684, -6.210767, -2.833340
aus, 1974, 12873653000.000000, 0.002005, 0.747331, -0.304760, 0.337499, 17.242758, -5.548624, -5.164958, -2.684404
