country, year, total_exports, eci, neci, Fc, logFc, Xcn, pci_cm, npci_cm, Qp_cm
jor, 2001, 1272685534.000000, 0.259856, -0.234696, -0.299975, 0.269024, 0.230954, 40.248493, 37.867142, 30.703923
jor, 2002, 1630774774.000000, -0.130406, -0.223335, -0.463682, 0.028561, 0.239703, 36.766718, 33.522643, 28.853878
jor, 2003, 1981499747.000000, -0.113429, -0.226521, -0.479323, 0.014026, 0.241797, 38.061456, 35.200366, 30.860511
jor, 2004, 2692602879.000000, 0.012317, -0.222731, -0.510143, -0.068521, 0.252687, 39.796920, 36.735382, 28.785525
jor, 2005, 3159290347.000000, -0.044752, -0.193010, -0.485646, 0.015455, 0.295761, 37.464406, 34.195081, 27.551913
jor, 2006, 3530581749.000000, 0.009857, -0.117116, -0.480039, 0.051573, 0.312130, 42.671036, 38.479745, 28.042839
jor, 2007, 3991440067.000000, 0.116103, -0.040624, -0.423765, 0.145741, 0.329919, 42.764802, 38.812506, 31.110111
jor, 2008, 5200555727.000000, 0.072889, -0.131056, -0.543429, -0.003037, 0.241704, 43.395337, 39.339644, 31.907556
jor, 2009, 3976103553.000000, 0.243351, -0.151453, -0.502018, 0.058224, 0.227784, 46.531792, 42.455505, 32.751848
jor, 2010, 4375537035.000000, 0.244437, -0.200561, -0.506804, 0.055327, 0.217507, 46.306059, 42.713893, 32.115062
jor, 2011, 7963486077.000000, 0.161675, -0.135215, -0.348662, 0.184196, 0.303192, 38.666678, 36.691678, 25.876107
jor, 2012, 7877135511.000000, 0.216056, -0.073667, -0.288644, 0.247938, 0.348520, 38.759317, 37.499047, 22.662634
jor, 2013, 7919620765.000000, -0.140418, -0.420488, -0.452133, 0.078378, 0.259622, 12.285908, 11.443043, 5.719734
jor, 2014, 8385330103.000000, -0.010019, -0.361365, -0.432275, 0.095433, 0.287413, 15.191049, 14.817299, 4.009997
jpn, 1962, 4617458000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
jpn, 1963, 5091240000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
jpn, 1964, 6376022000.000000, 2.051830, 1.715058, 1.516111, 1.658783, 164.520749, -3.883868, -3.654728, -9.376389
jpn, 1965, 8200994000.000000, 1.935290, 1.720262, 1.638080, 1.521625, 174.492032, -4.116991, -3.647605, -7.461399
jpn, 1966, 9279096000.000000, 1.871311, 1.706176, 1.576457, 1.489222, 172.552942, -3.815262, -3.998050, -13.993088
jpn, 1967, 10258014000.000000, 1.853507, 1.697047, 1.654476, 1.480200, 181.783878, -4.776268, -4.831208, -13.698600
jpn, 1968, 12468138000.000000, 1.927974, 1.725723, 1.769406, 1.601864, 207.058811, -4.168545, -4.506624, -7.261273
jpn, 1969, 15004398000.000000, 1.944510, 1.725111, 1.908068, 1.619265, 218.077607, -3.044413, -3.147706, -10.444635
jpn, 1970, 17961824000.000000, 1.970007, 1.763377, 1.979481, 1.562721, 209.746402, -2.256742, -2.454240, -9.406447
jpn, 1971, 23007388000.000000, 1.932722, 1.747542, 1.895162, 1.537086, 215.012345, -3.189560, -2.168267, -9.167746
jpn, 1972, 26668276000.000000, 1.987718, 1.749188, 1.873775, 1.494275, 231.543139, -2.877218, -1.820551, -9.713946
jpn, 1973, 34139522000.000000, 2.064421, 1.758268, 2.044052, 1.585457, 214.786770, -1.708598, -1.522825, -8.381496
jpn, 1974, 50374623000.000000, 1.894142, 1.730807, 2.109601, 1.397485, 196.914477, 8.413094, 9.454797, -3.960115
jpn, 1975, 53757858000.000000, 1.884488, 1.733953, 2.415106, 1.504072, 185.938678, 11.719427, 11.259098, 3.126449
jpn, 1976, 66566059000.000000, 1.718441, 1.633003, 2.494158, 1.439512, 194.981111, 18.233338, 18.224928, 5.384377
jpn, 1977, 77177511000.000000, 1.790812, 1.650507, 2.604476, 1.417526, 211.471581, 18.587316, 19.592681, 7.003506
jpn, 1978, 98095945000.000000, 1.836840, 1.670902, 2.511567, 1.404780, 245.320246, 20.310200, 22.307500, -0.146270
jpn, 1979, 105716919000.000000, 1.943946, 1.792892, 2.858604, 1.493601, 242.484112, 18.541974, 20.503999, 7.273020
jpn, 1980, 132242593000.000000, 1.888329, 1.764208, 2.950659, 1.439243, 253.455451, 20.566729, 23.230616, 16.680791
jpn, 1981, 151620921000.000000, 1.837548, 1.804867, 2.673841, 1.247512, 277.820889, 22.644601, 24.411214, 5.821033
jpn, 1982, 144189262000.000000, 1.815971, 1.769756, 2.714336, 1.187529, 283.438608, 19.749203, 22.912048, 10.840101
jpn, 1983, 147638023000.000000, 1.859980, 1.763559, 3.156306, 1.200454, 354.260595, 21.250503, 23.698208, 14.925788
jpn, 1984, 160973889316.000000, 2.158177, 1.657843, 3.167276, 1.349637, 418.272082, 35.138097, 30.512590, 19.449129
jpn, 1985, 173747886705.000000, 2.260799, 1.722139, 2.893148, 1.474874, 453.293384, 29.076205, 25.883406, 16.269647
jpn, 1986, 200850648348.000000, 2.326449, 1.765219, 2.884771, 1.436061, 469.029516, 12.559908, 11.063444, 9.951991
jpn, 1987, 219283580576.000000, 2.399757, 1.763369, 2.804759, 0.984963, 415.590696, 8.999330, 7.491016, 9.031385
jpn, 1988, 248496337506.000000, 2.367312, 1.727524, 2.563442, 1.433068, 356.437926, 6.637521, 5.235498, 7.796708
jpn, 1989, 255573871565.000000, 2.389737, 1.727433, 2.400029, 1.369390, 325.114472, 6.092891, 5.661012, 4.576852
jpn, 1990, 269431944106.000000, 2.391343, 1.711135, 2.666537, 1.413751, 291.049200, 6.762418, 5.533318, 8.893423
jpn, 1991, 290195819173.000000, 2.443018, 1.715263, 2.635558, 1.274181, 279.921750, 7.710409, 5.579864, 8.711412
jpn, 1992, 312598947843.000000, 2.492151, 1.748107, 2.753712, 1.428712, 339.703122, 5.325709, 2.781223, 7.370037
jpn, 1993, 332528744792.000000, 2.412593, 1.732673, 2.558955, 1.409215, 299.272843, 2.154135, 1.159820, 4.079896
jpn, 1994, 367586351270.000000, 2.541826, 1.721811, 2.596003, 1.414288, 278.560048, 1.943070, -0.460518, 6.170615
jpn, 1995, 407539896263.000000, 2.559270, 1.729659, 2.722497, 1.403316, 265.980413, 1.971304, -0.891079, 7.111673
jpn, 1996, 384250445392.000000, 2.624822, 1.699386, 2.737577, 1.417419, 220.755834, 3.919845, 0.262581, 8.670867
jpn, 1997, 359090979630.000000, 2.539020, 1.679220, 2.576591, 1.400039, 186.594303, 3.296057, -0.773983, 5.643230
jpn, 1998, 359090979630.000000, 2.484345, 1.605586, 2.496277, 1.389149, 174.942746, 2.163165, -1.868731, 4.732280
jpn, 1999, 384047531728.000000, 2.512829, 1.604050, 2.457884, 1.356027, 170.355295, 3.086837, -1.174285, 4.371054
jpn, 2000, 435987561198.000000, 2.534544, 1.647291, 2.623158, 1.390035, 173.615570, 2.045231, -2.276057, 4.906439
jpn, 2001, 385722348520.000000, 2.526616, 1.672917, 2.634024, 1.462001, 163.992972, 2.594355, -1.297904, 4.220821
jpn, 2002, 393641902932.000000, 2.611647, 1.665518, 2.775886, 1.484725, 155.181652, 5.717290, 0.239730, 6.635901
jpn, 2003, 441760058727.000000, 2.450752, 1.638711, 2.529413, 1.426066, 143.277879, 2.609341, -1.141305, 1.514642
jpn, 2004, 527310598308.000000, 2.478620, 1.630813, 2.506570, 1.457506, 136.243511, 2.817242, -1.523923, 1.791058
jpn, 2005, 560225526095.000000, 2.467674, 1.604821, 2.654408, 1.433421, 132.733759, 4.077591, -1.820778, 5.706184
jpn, 2006, 607718846474.000000, 2.404123, 1.584954, 2.685792, 1.395313, 124.485160, 2.226531, -3.553388, 3.021008
jpn, 2007, 641531555919.000000, 2.346519, 1.557082, 2.559066, 1.347408, 113.856725, 3.134529, -2.957500, 3.080899
jpn, 2008, 704812281995.000000, 2.238563, 1.544755, 2.475420, 1.295213, 106.279245, 4.285419, -1.786461, 2.111427
jpn, 2009, 547020146438.000000, 2.178520, 1.515165, 2.421095, 1.267627, 98.264185, 6.982059, -0.075258, 1.902167
jpn, 2010, 682060606138.000000, 2.119343, 1.556729, 2.513305, 1.281003, 100.364713, 9.293893, 2.478081, 2.788361
jpn, 2011, 823183758776.000000, 2.313294, 1.637301, 2.545285, 1.344429, 89.623659, 12.765477, 3.378751, 1.957288
jpn, 2012, 798567587540.000000, 2.324079, 1.644046, 2.747892, 1.379281, 88.437115, 13.785554, 4.252834, 3.343062
jpn, 2013, 715097244256.000000, 2.373518, 1.747008, 2.337232, 1.063001, 54.212368, 23.704948, 15.254222, 4.542408
jpn, 2014, 690217466383.000000, 2.318420, 1.653921, 2.325125, 1.136337, 54.928038, 26.242318, 14.251154, 0.975175
kaz, 1962, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1963, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1964, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1965, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1966, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1967, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1968, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1969, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1970, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1971, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1972, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1973, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1974, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1975, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1976, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1977, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1978, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1979, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1980, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1981, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1982, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1983, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1984, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1985, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1986, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1987, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1988, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1989, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1990, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1991, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kaz, 1992, 331573238.000000, -0.420723, -0.606413, -0.615081, -0.472476, 0.062358, 39.470125, 33.715047, 28.256520
kaz, 1993, 776003640.000000, -0.150128, -0.049941, -0.556189, -0.165235, 0.201039, 39.273971, 34.918386, 30.318814
kaz, 1994, 876189975.000000, -0.170424, -0.150505, -0.562413, -0.183450, 0.207845, 39.501187, 34.089041, 31.877125
kaz, 1995, 1251639680.000000, 0.059747, -0.228691, -0.469448, 0.046967, 0.261547, 39.225498, 31.251325, 31.363085
kaz, 1996, 4280270753.000000, 0.320195, 0.164218, -0.233845, 0.350113, 0.711939, 35.875994, 27.876769, 28.713328
kaz, 1997, 4362427512.000000, 0.170617, 0.147240, -0.356941, 0.196170, 0.736024, 37.350653, 28.972712, 31.231258
kaz, 1998, 4362427512.000000, 0.133409, 0.156251, -0.413053, 0.128259, 0.856114, 38.425168, 31.486847, 31.233963
kaz, 1999, 4721281715.000000, -0.153616, -0.083589, -0.566414, -0.127650, 0.643729, 39.130969, 33.641629, 33.080255
kaz, 2000, 7760793671.000000, -0.260106, -0.082882, -0.589563, -0.198043, 0.729546, 46.636966, 41.745542, 38.946758
kaz, 2001, 6906344816.000000, -0.296089, -0.122933, -0.594981, -0.249169, 0.693014, 47.164633, 42.805615, 40.797022
kaz, 2002, 8146640413.000000, -0.213565, -0.112634, -0.592760, -0.250551, 0.721430, 46.592126, 41.227280, 36.723831
kaz, 2003, 9991789702.000000, -0.102081, -0.157788, -0.597124, -0.240695, 0.673251, 46.196025, 39.292231, 36.640633
kaz, 2004, 15843695415.000000, -0.271761, -0.301121, -0.634290, -0.362449, 0.596302, 44.033044, 36.888625, 34.909054
kaz, 2005, 20408002751.000000, -0.249486, -0.303335, -0.622123, -0.276803, 0.612415, 42.386086, 34.617533, 32.970569
kaz, 2006, 27431697463.000000, -0.208866, -0.334423, -0.656650, -0.303989, 0.597379, 47.032140, 37.977161, 32.890079
kaz, 2007, 33389443848.000000, -0.340398, -0.288838, -0.718052, -0.432499, 0.614898, 46.881348, 39.526823, 38.825925
kaz, 2008, 47995944741.000000, -0.457024, -0.301297, -0.743349, -0.456659, 0.634334, 46.465064, 40.009459, 39.087975
kaz, 2009, 30717670311.000000, -0.358499, -0.311541, -0.747829, -0.421068, 0.626181, 47.054781, 39.974131, 38.864010
kaz, 2010, 42068475345.000000, -0.463165, -0.410581, -0.760884, -0.456014, 0.567025, 47.848947, 40.775709, 38.981832
kaz, 2011, 88107933717.000000, -0.853388, -0.536874, -0.773349, -0.530654, 0.707699, 45.725260, 39.744641, 40.925316
kaz, 2012, 92281520630.000000, -0.787489, -0.401415, -0.795172, -0.633829, 0.823836, 47.657095, 40.281896, 35.774084
kaz, 2013, 84698536391.000000, -0.961147, -0.363322, -0.888324, -0.558141, 0.735885, 24.588606, 20.752096, 19.153257
kaz, 2014, 79458749171.000000, -1.009235, -0.250016, -0.818069, -0.464311, 0.896443, 22.642918, 20.399056, 10.181993
ken, 1962, 190062000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ken, 1963, 226301000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ken, 1964, 194748000.000000, -0.980498, -0.579247, -0.403652, -0.647300, 0.291678, 30.990923, 30.231429, 25.132459
ken, 1965, 159931000.000000, -0.919730, -0.504714, -0.397635, -0.428397, 0.282489, 31.592519, 31.145623, 23.599953
ken, 1966, 180611000.000000, -0.848143, -0.509537, -0.413402, -0.320661, 0.255647, 30.485494, 29.881595, 31.746917
ken, 1967, 178776000.000000, -0.785431, -0.461807, -0.432902, -0.220256, 0.268718, 28.273954, 27.674476, 30.629998
ken, 1968, 170690000.000000, -0.731571, -0.427044, -0.423899, -0.208592, 0.289791, 25.147657, 24.131332, 20.366065
ken, 1969, 167305000.000000, -0.752076, -0.428480, -0.431254, -0.375267, 0.252448, 24.658652, 23.822721, 24.379121
ken, 1970, 253350000.000000, -0.574831, -0.381748, -0.449099, -0.246405, 0.331359, 18.936927, 18.510631, 24.447375
ken, 1971, 283655000.000000, -0.289811, -0.388118, -0.403650, 0.062371, 0.369428, 20.889645, 17.530695, 20.974229
ken, 1972, 307566000.000000, -0.374348, -0.339454, -0.428046, -0.080398, 0.405438, 21.319639, 17.270263, 17.019629
ken, 1973, 436861000.000000, -0.385182, -0.441157, -0.439589, -0.143958, 0.380190, 18.211049, 13.063043, 18.222015
ken, 1974, 601727000.000000, -0.511042, -0.519513, -0.461068, -0.125244, 0.368528, 13.689142, 11.770018, 12.797378
ken, 1975, 595165000.000000, -0.542436, -0.613268, -0.483605, -0.135483, 0.349362, 10.854861, 9.179267, 15.888128
ken, 1976, 955249000.000000, -0.384282, -0.300294, -0.475874, 0.031945, 0.458003, 10.014433, 9.265376, 11.671104
ken, 1977, 1395822000.000000, -0.319238, -0.277580, -0.499402, 0.005018, 0.487641, 14.113487, 11.807395, 12.750313
ken, 1978, 1167203000.000000, -0.262464, -0.239690, -0.523782, -0.125787, 0.486725, 13.823474, 11.822471, 5.737989
ken, 1979, 1269964000.000000, -0.352190, -0.365332, -0.514867, -0.155149, 0.440823, 13.454303, 11.643570, 8.183681
ken, 1980, 1554838000.000000, -0.319034, -0.397002, -0.514385, -0.081840, 0.396021, 10.733775, 9.039672, 9.230738
ken, 1981, 852444000.000000, -0.389878, -0.513860, -0.539732, -0.111316, 0.309414, 10.709158, 8.757393, 5.864584
ken, 1982, 787842000.000000, -0.490322, -0.626555, -0.566801, -0.103884, 0.244719, 11.558261, 10.184231, 9.628518
ken, 1983, 744091000.000000, -0.897006, -0.997969, -0.614844, -0.321696, 0.134385, 14.414726, 12.575529, 11.340316
ken, 1984, 827809268.000000, -0.889510, -0.975832, -0.572602, -0.427701, 0.128026, 13.010514, 11.550592, 9.370146
ken, 1985, 810282651.000000, -0.852445, -0.862073, -0.537767, -0.403237, 0.162938, 12.804550, 11.207692, 8.875991
ken, 1986, 1015049590.000000, -0.921978, -0.855922, -0.522380, -0.515669, 0.173886, 24.741101, 23.305630, 14.484133
ken, 1987, 813507138.000000, -0.858609, -0.930405, -0.545398, -0.156163, 0.165026, 25.467647, 25.180887, 16.864472
ken, 1988, 839118175.000000, -0.973226, -0.953814, -0.562515, -0.437416, 0.156741, 25.199290, 24.781286, 20.731870
ken, 1989, 872859394.000000, -1.034042, -0.978906, -0.569121, -0.379460, 0.140741, 23.018538, 21.863007, 21.853159
ken, 1990, 912335652.000000, -0.977025, -0.915758, -0.585658, -0.341759, 0.155021, 21.609490, 19.444821, 20.697491
ken, 1991, 981412758.000000, -0.831707, -0.867955, -0.569513, -0.165490, 0.168522, 20.860686, 17.561069, 19.113130
ken, 1992, 1021798217.000000, -0.976501, -0.923131, -0.581181, -0.290995, 0.239244, 27.170797, 26.993746, 25.092396
ken, 1993, 1026093251.000000, -0.960591, -1.139804, -0.612908, -0.365672, 0.203955, 30.647285, 29.093997, 30.211339
ken, 1994, 1178310062.000000, -0.798098, -0.988212, -0.589242, -0.262581, 0.236872, 30.394741, 30.030462, 30.481977
ken, 1995, 1515084923.000000, -0.615150, -0.809994, -0.548512, -0.122246, 0.273432, 29.680449, 30.137898, 30.242529
ken, 1996, 1658326554.000000, -0.555286, -0.839126, -0.563072, -0.148674, 0.251281, 29.256151, 28.577041, 30.182381
ken, 1997, 1646365265.000000, -0.667525, -0.848256, -0.608230, -0.257216, 0.241562, 28.296013, 26.218083, 31.294600
ken, 1998, 1646365265.000000, -0.662768, -0.801477, -0.628674, -0.310678, 0.227261, 28.433160, 25.962060, 29.703756
ken, 1999, 1573105077.000000, -0.601449, -0.737381, -0.577993, -0.154016, 0.232766, 27.208571, 24.618271, 28.231806
ken, 2000, 1474359782.000000, -0.605449, -0.804414, -0.545444, -0.093170, 0.226867, 33.231627, 31.883790, 33.284880
ken, 2001, 1663381563.000000, -0.513933, -0.855322, -0.559796, -0.160151, 0.222647, 34.272463, 34.359873, 33.806304
ken, 2002, 1823452235.000000, -0.653247, -0.903397, -0.558096, -0.162757, 0.217411, 30.912942, 29.654057, 30.722566
ken, 2003, 2088012074.000000, -0.575552, -0.853183, -0.553950, -0.134946, 0.230123, 31.100365, 29.100153, 31.160284
ken, 2004, 2458534309.000000, -0.701251, -0.797293, -0.541813, -0.132232, 0.237094, 24.563363, 22.266973, 26.375620
ken, 2005, 2730757631.000000, -0.619800, -0.751464, -0.515351, -0.037587, 0.236955, 21.839277, 20.546933, 23.429269
ken, 2006, 2688187008.000000, -0.703524, -0.771580, -0.526853, -0.024544, 0.227104, 20.727961, 20.808282, 22.798675
ken, 2007, 3033410082.000000, -0.680229, -0.727523, -0.522589, 0.005449, 0.223523, 20.110948, 19.861512, 24.564403
ken, 2008, 4025821358.000000, -0.508920, -0.715453, -0.490873, 0.074657, 0.228481, 22.507138, 21.455807, 23.813623
ken, 2009, 3596598906.000000, -0.515603, -0.679752, -0.486810, 0.078282, 0.249189, 21.585607, 20.612109, 21.450451
ken, 2010, 3745974311.000000, -0.462247, -0.809693, -0.500378, 0.063940, 0.239358, 21.482137, 19.226463, 19.566785
ken, 2011, NaN, -0.610053, -0.554960, -0.517826, -0.020514, 0.187987, 23.223812, 23.031521, 23.078696
ken, 2012, NaN, -0.580113, -0.580910, -0.522038, -0.028012, 0.160972, 25.223871, 24.270969, 22.889995
ken, 2013, 5536952597.000000, -0.616658, -0.792132, -0.434644, 0.093882, 0.181679, -1.417798, 0.679642, 2.183025
ken, 2014, NaN, -0.519080, -0.934165, -0.400657, 0.125140, 0.198952, -0.231189, 1.374382, 1.189969
khm, 1962, 61517000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
khm, 1963, 76192000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
khm, 1964, 90211000.000000, -0.650317, -0.607179, -0.402538, -0.466839, 0.095663, 47.996123, 44.558821, 27.185971
khm, 1965, 99237000.000000, -0.736460, -0.667543, -0.396484, -0.320411, 0.082300, 47.746356, 44.196451, 25.607661
khm, 1966, 66304000.000000, -0.928722, -0.909197, -0.419295, -0.660228, 0.050153, 46.484344, 44.234879, 36.035508
khm, 1967, 81697000.000000, -0.950048, -0.973890, -0.448971, -0.697072, 0.044363, 41.179012, 38.071471, 35.548592
khm, 1968, 71367000.000000, -0.870425, -0.964178, -0.448745, -0.812235, 0.042728, 43.131589, 39.160080, 24.854842
khm, 1969, 53146000.000000, -0.922801, -0.772925, -0.446309, -0.833551, 0.048320, 37.417721, 34.295339, 28.678169
khm, 1970, 46129000.000000, -1.190085, -0.925729, -0.480560, -1.071409, 0.032414, 35.488838, 33.384324, 32.095589
khm, 1971, 11685000.000000, -1.075223, -0.956701, -0.480414, -0.838862, 0.022245, 32.043088, 28.970523, 28.985827
khm, 1972, 6392000.000000, -1.108124, -1.064922, -0.478296, -0.773614, 0.014653, 35.758925, 30.845796, 25.693356
khm, 1973, 16467000.000000, -1.027839, -1.310110, -0.499342, -0.978316, 0.006053, 37.541695, 33.825761, 28.070416
khm, 1974, 19583000.000000, -0.626950, -1.085625, -0.512034, -0.534104, 0.005449, 30.141953, 28.101741, 19.661814
khm, 1975, 4504000.000000, -0.342256, -0.628614, -0.532726, -0.386341, 0.006786, 29.508527, 27.340436, 24.007644
khm, 1976, 2947000.000000, -0.150939, -0.417139, -0.497001, -0.028716, 0.006008, 24.175123, 22.921673, 18.019566
khm, 1977, 4156000.000000, 0.173955, -0.143080, -0.428060, 0.167539, 0.004326, 23.241985, 21.255147, 16.374477
khm, 1978, 2177000.000000, 0.418704, -0.356170, -0.398484, 0.209218, 0.003255, 19.883373, 17.961825, 6.818442
khm, 1979, 4161000.000000, 0.686277, -0.045599, -0.273528, 0.375143, 0.005056, 19.531662, 18.265493, 9.414033
khm, 1980, 6744000.000000, 0.953869, -0.040146, -0.226028, 0.437448, 0.005290, 20.137735, 18.041497, 10.641489
khm, 1981, 2047000.000000, 1.107900, -0.107777, -0.215916, 0.423232, 0.004934, 20.218395, 18.482430, 7.343431
khm, 1982, 3166000.000000, 0.967635, 0.227246, -0.191001, 0.454526, 0.005334, 18.901092, 17.833241, 10.493208
khm, 1983, 1783000.000000, 0.936460, 0.310958, -0.181133, 0.481834, 0.002607, 18.154144, 17.194918, 9.201840
khm, 1984, 3216402.000000, 0.618817, 0.293155, -0.397340, 0.308924, 0.001962, 17.280462, 16.115676, 7.527408
khm, 1985, 2324824.000000, 0.565503, 0.185229, -0.407187, 0.241190, 0.001393, 18.269973, 17.440845, 8.539002
khm, 1986, 1631949.000000, 0.645039, 0.298497, -0.255167, 0.511921, 0.001924, 28.416017, 26.239037, 13.024455
khm, 1987, 7784824.000000, 0.322833, -0.237145, -0.363867, 0.315936, 0.003890, 29.449516, 28.312702, 16.462780
khm, 1988, 6062506.000000, 0.411623, -0.086200, -0.354346, 0.390355, 0.004658, 31.071024, 29.684224, 18.709582
khm, 1989, 14738179.000000, -0.085926, -0.280592, -0.464652, 0.142619, 0.005362, 31.243896, 29.782560, 21.838781
khm, 1990, 31939362.000000, -0.221593, -0.496616, -0.537174, -0.091611, 0.003543, 32.012975, 28.568454, 22.334258
khm, 1991, 48933758.000000, -0.478344, -1.012469, -0.553658, -0.088652, 0.004712, 29.178277, 26.650662, 21.010964
khm, 1992, 153503964.000000, -0.845222, -1.021968, -0.605199, -0.412470, 0.011109, 35.698719, 34.514924, 27.856405
khm, 1993, 234122276.000000, -1.013166, -1.089465, -0.687551, -0.844134, 0.013566, 43.507112, 43.207817, 35.654696
khm, 1994, 216182128.000000, -1.021255, -1.060516, -0.711830, -0.908141, 0.014332, 42.039753, 40.462552, 36.456661
khm, 1995, 291550294.000000, -0.985304, -0.941604, -0.705879, -0.812604, 0.018515, 43.238419, 40.498939, 37.529435
khm, 1996, 251351786.000000, -0.931056, -0.836755, -0.693780, -0.594273, 0.020571, 38.876399, 36.736337, 36.598937
khm, 1997, 690518871.000000, -1.059824, -0.871589, -0.742915, -0.797497, 0.024349, 40.519053, 37.846817, 39.205299
khm, 1998, 690518871.000000, -1.366860, -0.915746, -0.788437, -1.239847, 0.024146, 41.864758, 39.193625, 38.945533
khm, 1999, 1053435310.000000, -1.229007, -0.945315, -0.785786, -1.170567, 0.030281, 41.142511, 38.844331, 37.830932
khm, 2000, 1364724435.000000, -1.153532, -0.792832, -0.757884, -1.015436, 0.047135, 49.910375, 47.386309, 43.264820
khm, 2001, 1574394162.000000, -1.049256, -0.723649, -0.757976, -1.007885, 0.063592, 48.615718, 46.020498, 43.726842
khm, 2002, 1793830775.000000, -1.049474, -0.724653, -0.752485, -0.981454, 0.072469, 48.723195, 44.818217, 40.838626
khm, 2003, 2130006249.000000, -1.025793, -0.657386, -0.748728, -0.891030, 0.082488, 47.541196, 45.053557, 41.472682
khm, 2004, 2634625432.000000, -1.149213, -0.634743, -0.756033, -0.879082, 0.088710, 43.892553, 41.881141, 37.578653
khm, 2005, 2908235734.000000, -1.170416, -0.600929, -0.762158, -0.864948, 0.090091, 43.026541, 41.075551, 35.706127
khm, 2006, 3591294187.000000, -1.202866, -0.533454, -0.794237, -0.881748, 0.100238, 48.914486, 45.800291, 36.457270
khm, 2007, 4120433953.000000, -1.200503, -0.534235, -0.810534, -0.853085, 0.101048, 48.030911, 44.742823, 41.785768
khm, 2008, 4438303506.000000, -1.062945, -0.514337, -0.809894, -0.744877, 0.106235, 47.482426, 46.004334, 41.015231
khm, 2009, 4277273739.000000, -0.985864, -0.597324, -0.825900, -0.716942, 0.112240, 47.394135, 43.256433, 40.120834
khm, 2010, 5112204567.000000, -1.047519, -0.556972, -0.819267, -0.679428, 0.126824, 47.098541, 44.113480, 39.938882
khm, 2011, 6704136967.000000, -1.206759, -0.892379, -0.862556, -0.863798, 0.164681, 46.627339, 42.930418, 41.269208
khm, 2012, 7838101198.000000, -0.952030, -0.794975, -0.817392, -0.718977, 0.166559, 47.566882, 43.559831, 35.646073
khm, 2013, 9248134436.000000, -0.904026, -1.073194, -0.903690, -0.599550, 0.126902, 25.653049, 25.932724, 20.406819
khm, 2014, 10681397249.000000, -0.723043, -0.896952, -0.853823, -0.553875, 0.146875, 25.321352, 26.076259, 10.984643
kor, 1962, 54497000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kor, 1963, 87412000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
kor, 1964, 118360000.000000, 0.651934, 0.492763, -0.274774, 0.793280, 0.761700, 51.441965, 47.328224, 23.675750
